date,open,high,low,close,volume
2019-03-29 00:00:00,137.883,146.6,136.84,142.83,425890.15887936094
2019-03-30 00:00:00,146.2,149.17,139.63,142.27,435641.2264517564
2019-03-31 00:00:00,144.65,144.68,140.08,141.464,207535.23775299077
2019-04-01 01:00:00,143.78,145.58,138.27,141.03,556135.7418656715
2019-04-02 01:00:00,143.14724475,168.72,140.7,163.248,2280239.5985923563
2019-04-03 01:00:00,165.5,181.33,150.52,161.17,2612251.540680328
2019-04-04 01:00:00,161.16,165.37787205,152.95,157.339,2339872.7841822575
2019-04-05 01:00:00,157.346,170.0,155.5,166.08,1801204.369862124
2019-04-06 01:00:00,164.702,174.32,156.0,165.459,1479880.941540426
2019-04-07 01:00:00,165.7,178.99,163.88,174.236,1244290.914516127
2019-04-08 01:00:00,174.91,187.98,171.2,178.733,2065643.3652180259
2019-04-09 01:00:00,181.41,181.66,172.052,174.632,2063468.9911761754
2019-04-10 01:00:00,174.616,186.97,167.0,177.7,2001528.01860272
2019-04-11 01:00:00,177.71,178.0,158.668,164.92,1533031.5323041026
2019-04-12 01:00:00,165.59,168.87,158.178,165.3,984341.3612268568
2019-04-13 01:00:00,163.387,167.19,161.028,165.2,904312.0624702574
2019-04-14 01:00:00,165.2,170.77678691,161.05,167.98,850488.7636379093
2019-04-15 01:00:00,168.0,170.52,155.0,159.969,716726.8442439407
2019-04-16 01:00:00,159.992,168.76,159.406,166.38,877870.1405353729
2019-04-17 01:00:00,166.38,169.38,163.978,166.54,711902.007480832
2019-04-18 01:00:00,165.789,177.39,165.189,174.04,821483.8487007938
2019-04-19 01:00:00,174.04,175.52,168.804,172.669,995748.4471614313
2019-04-20 01:00:00,174.61,179.17,169.911,173.73,843936.6199844143
2019-04-21 01:00:00,172.76,175.11,164.955,170.61,901332.2607319901
2019-04-22 01:00:00,168.583,174.34,167.042,171.58,862987.3634701705
2019-04-23 01:00:00,170.54,178.41933802,167.948,169.22,826177.4844987211
2019-04-24 01:00:00,170.21,171.6,159.376,164.729,922110.5088130102
2019-04-25 01:00:00,166.7,167.36,146.0,152.05,1064140.2085873152
2019-04-26 01:00:00,154.54,162.86,148.18,153.41,734628.210671554
2019-04-27 01:00:00,153.42,165.82,152.33,159.276,623040.3770831716
2019-04-28 01:00:00,162.73,166.42,152.16,153.19,575603.1609309533
2019-04-29 01:00:00,153.25,164.5,148.1,155.183,904678.1187501816
2019-04-30 01:00:00,162.35,171.79,152.29,170.5,722643.0788939793
2019-05-01 01:00:00,160.31,173.09,156.52,167.67459112,475394.5143817461
2019-05-02 01:00:00,167.67459112,170.6,154.6,158.52,400288.48895314906
2019-05-03 01:00:00,169.25,181.21,157.61,164.74,774929.4436540578
2019-05-04 01:00:00,164.82,178.83,157.75,170.95,590471.7519542661
2019-05-05 01:00:00,163.54,172.98,155.47,171.01,504511.96794901363
2019-05-06 01:00:00,161.26,187.24,157.0,181.6,891681.2614013673
2019-05-07 01:00:00,171.21,191.83,165.02,166.51,878556.4970467637
2019-05-08 01:00:00,169.096,179.29,162.0,169.58,709924.5381854544
2019-05-09 01:00:00,169.69,180.4,165.23,173.42,472278.9577241955
2019-05-10 01:00:00,170.922,178.16,167.41,172.21,884938.2322257825
2019-05-11 01:00:00,171.93,207.0,171.89,190.47,1889580.7748893534
2019-05-12 01:00:00,192.0,204.19,182.16,188.23,1511632.6825722232
2019-05-13 01:00:00,188.198,209.85,185.5,196.0,1386763.4029325002
2019-05-14 01:00:00,196.022,221.0,194.01,216.5,1584385.0585807485
2019-05-15 01:00:00,217.66,250.8,215.73,249.0,1802941.8050022204
2019-05-16 01:00:00,248.87,281.77,241.01,263.9900781,2752923.402558019
2019-05-17 01:00:00,263.65,270.25,214.0,244.59,1924915.3085915684
2019-05-18 01:00:00,246.29,250.0,230.679,234.01,892385.5798555849
2019-05-19 01:00:00,233.686,265.0,231.1,259.611,1260375.8349886462
2019-05-20 01:00:00,261.18,261.18,238.042,252.2,1047330.9441206935
2019-05-21 01:00:00,252.51,264.56,246.543,255.0,986416.846518432
2019-05-22 01:00:00,254.68,261.74,239.59,243.823,1033256.0547636487
2019-05-23 01:00:00,243.59,248.7,229.7,245.64,835719.5412426759
2019-05-24 01:00:00,244.697,256.33,241.6,249.58,862581.3507378403
2019-05-25 01:00:00,248.851,259.01,247.232,250.244,700665.8469071967
2019-05-26 01:00:00,250.153,273.52,245.285,268.5,848275.2692899724
2019-05-27 01:00:00,268.5,280.5,262.0,272.55,1009266.2814878838
2019-05-28 01:00:00,270.905,277.0,263.8,271.15,819271.4819295014
2019-05-29 01:00:00,272.06,275.0,256.56,270.25,817619.9912485508
2019-05-30 01:00:00,269.39,289.42,235.44,254.62,1853845.5846190932
2019-05-31 01:00:00,254.37,268.86,243.13,267.889,897149.9333620324
2019-06-01 01:00:00,267.983,276.5,260.01,264.78,773868.1854468262
2019-06-02 01:00:00,264.114,274.75,263.359,269.23,587588.6296348883
2019-06-03 01:00:00,269.045,270.62,245.68,249.38,994467.1473058932
2019-06-04 01:00:00,249.934,251.51,232.2,241.224,1167247.0539048088
2019-06-05 01:00:00,241.117,249.64,237.35,245.79,810823.6469028315
2019-06-06 01:00:00,246.28,251.66,235.22,250.0,631252.6097620262
2019-06-07 01:00:00,249.55,255.0,244.0,248.892,536276.6209137951
2019-06-08 01:00:00,248.877,251.17,241.0,243.201,467811.36699744
2019-06-09 01:00:00,243.287,245.71,223.0,231.3,615895.1922222255
2019-06-10 01:00:00,231.292,248.72,227.26,247.84,754549.9447206199
2019-06-11 01:00:00,246.63,249.53,236.608,245.11,498856.7170964519
2019-06-12 01:00:00,245.16,263.81,242.355,262.5,711310.1548665802
2019-06-13 01:00:00,262.75,264.75,253.43,255.14,794252.7020858979
2019-06-14 01:00:00,255.29,266.29,248.48020031,263.83,629834.8448719211
2019-06-15 01:00:00,262.432,274.0,260.703,267.789,465181.7923214617
2019-06-16 01:00:00,267.949,279.48,263.02,268.33,800516.665289484
2019-06-17 01:00:00,267.87,276.09,266.805,274.0,374405.99502111675
2019-06-18 01:00:00,273.299,274.76,260.01,264.89,442284.27969703334
2019-06-19 01:00:00,264.583,270.83,263.36,268.342,356457.3938580183
2019-06-20 01:00:00,269.49,275.0,265.89,272.0,491359.7867864121
2019-06-21 01:00:00,272.0,299.0,271.34,294.713,1041548.5645490083
2019-06-22 01:00:00,296.22,315.85,292.27,310.653,954456.1165452736
2019-06-23 01:00:00,311.25,322.0,301.0,306.98,864571.8357546579
2019-06-24 01:00:00,308.42,314.6,292.09,311.0,700075.5000037826
2019-06-25 01:00:00,311.7,318.914,304.83,316.59,865724.0308226557
2019-06-26 01:00:00,316.34,366.0,308.0,334.86,1823078.2937854405
2019-06-27 01:00:00,332.0,347.146,273.5,298.619,1663627.6478798566
2019-06-28 01:00:00,293.47,313.781,288.0,311.844,753461.4361483604
2019-06-29 01:00:00,309.38,325.992,291.0,319.271,775495.8216697864
2019-06-30 01:00:00,319.258,324.83,285.77,290.8,620279.5197765006
2019-07-01 01:00:00,290.45,303.9,261.38,295.28,841308.7645190815
2019-07-02 01:00:00,295.221,299.03,270.42,291.25,1029938.4589388251
2019-07-03 01:00:00,291.25,303.83,288.99,301.79,564942.3127213095
2019-07-04 01:00:00,302.21901172,304.0,280.0,282.57,543638.4649647453
2019-07-05 01:00:00,282.993,295.27981785,280.0,287.329,445129.7836541796
2019-07-06 01:00:00,287.425,298.87,285.05,287.57,449404.68082071026
2019-07-07 01:00:00,287.58,311.0,283.87,306.34,541508.3008202019
2019-07-08 01:00:00,306.57,315.27,301.084,313.24,622691.4491964664
2019-07-09 01:00:00,312.0,318.7,302.39,307.95,574294.1765430616
2019-07-10 01:00:00,307.84,316.5,278.86,288.45999,786579.9401269653
2019-07-11 01:00:00,288.45999,289.221,261.1,269.01,821400.2954023527
2019-07-12 01:00:00,268.88,279.67,265.91,275.55,465372.5564745319
2019-07-13 01:00:00,274.838,276.34,260.39999,269.04,498413.3893765055
2019-07-14 01:00:00,270.064,270.773,191.91,225.76,898245.6426868228
2019-07-15 01:00:00,226.224,236.16,202.27,228.497,1159642.122953137
2019-07-16 01:00:00,227.59,234.68,190.11,198.89,1345183.566402529
2019-07-17 01:00:00,198.92,221.0,191.6,211.06,993715.1554320691
2019-07-18 01:00:00,211.55,230.15,205.61175816,226.31,929430.2760117168
2019-07-19 01:00:00,226.49,226.97,213.12,220.74,767905.057794539
2019-07-20 01:00:00,221.3,236.58,219.72713873,228.21,638885.7736756019
2019-07-21 01:00:00,228.3,230.0,216.45,225.351,627823.6612355955
2019-07-22 01:00:00,225.455,228.3,211.34,217.13,685220.4068777104
2019-07-23 01:00:00,217.13,219.523,208.39,212.34,606151.8179088656
2019-07-24 01:00:00,212.391,218.60724655,200.5,216.7,895130.774760486
2019-07-25 01:00:00,216.65,226.22,215.19,218.982,787193.9972367613
2019-07-26 01:00:00,219.29,222.12,212.51,219.35,478725.4207556344
2019-07-27 01:00:00,219.42,224.14,201.98,207.11,493128.3954520844
2019-07-28 01:00:00,207.11,213.98,197.0,211.5,499352.7249464896
2019-07-29 01:00:00,211.48,215.642,205.51,210.73,357914.2255640699
2019-07-30 01:00:00,210.7,215.1,203.47,209.83,389936.0727134955
2019-07-31 01:00:00,209.8,219.29,209.328,218.435,391167.1537508241
2019-08-01 01:00:00,218.74,219.5,210.61,217.55,387978.749469185
2019-08-02 01:00:00,217.56,223.01,214.74,217.871,425606.35418715636
2019-08-03 01:00:00,217.86,225.69,215.5,222.097,323740.1999013431
2019-08-04 01:00:00,222.15,224.04,216.65,222.003,352805.19075639726
2019-08-05 01:00:00,222.87,237.31,222.022,233.424,666556.5198608332
2019-08-06 01:00:00,232.91,240.0,222.0,225.81,708694.3363708943
2019-08-07 01:00:00,226.0,231.562,220.0,226.168,355295.0375560135
2019-08-08 01:00:00,225.96,227.5,213.7,221.238,402477.1697325928
2019-08-09 01:00:00,222.0,222.42,206.36,210.3,619791.2030631381
2019-08-10 01:00:00,210.3,215.093,198.23,206.511,497968.350845351
2019-08-11 01:00:00,206.11,217.33,205.63,216.482,521566.866540634
2019-08-12 01:00:00,217.00735209,217.47,209.27,211.26,415476.01694792055
2019-08-13 01:00:00,211.19,211.94,202.8,209.212,641145.9583206001
2019-08-14 01:00:00,208.49,210.08,181.5,186.3,799355.2987966932
2019-08-15 01:00:00,187.032,191.47,171.0,188.2,651652.1310373726
2019-08-16 01:00:00,188.2,188.58,177.96,185.009,615009.7274491112
2019-08-17 01:00:00,185.03,187.31902135,181.57,185.685,582171.31350369
2019-08-18 01:00:00,185.59,198.31,183.27,194.514,481099.34522067837
2019-08-19 01:00:00,194.74,203.95,192.714,202.233,627152.5128764505
2019-08-20 01:00:00,202.64,203.26,194.45,196.56,483772.393482339
2019-08-21 01:00:00,196.56,197.5,179.94,187.37,625604.3131609062
2019-08-22 01:00:00,187.29,195.48,182.53,190.391,628500.8573472108
2019-08-23 01:00:00,190.42,197.6,188.16,193.955,460336.6717887986
2019-08-24 01:00:00,194.35,194.78,185.51,190.768,319816.78236341546
2019-08-25 01:00:00,190.754,193.03,182.04,186.45,482703.32119702676
2019-08-26 01:00:00,186.449,194.66,185.31,188.3,506793.410397745
2019-08-27 01:00:00,188.26,189.417,184.33,187.28,490120.5159490397
2019-08-28 01:00:00,187.3,188.62,165.84,173.076,844762.9126395212
2019-08-29 01:00:00,173.08,174.2,163.49,168.82,495725.71985156083
2019-08-30 01:00:00,169.42,170.822,165.3,168.519,552685.0576116381
2019-08-31 01:00:00,168.45,175.43,165.5,171.629,526514.3020275971
2019-09-01 01:00:00,172.1,173.99,167.65,170.787,517577.5662419998
2019-09-02 01:00:00,170.778,181.93,170.085,178.8,556720.9142636606
2019-09-03 01:00:00,178.81,183.29,173.56,179.12,665055.6228282548
2019-09-04 01:00:00,179.09,180.78,173.211,175.1,374688.6795625604
2019-09-05 01:00:00,174.83,177.77,168.82,174.0,440436.59217117284
2019-09-06 01:00:00,174.03,178.65,164.99,169.2,529683.2640855454
2019-09-07 01:00:00,169.25,181.39,168.273,178.08,362633.3114195847
2019-09-08 01:00:00,178.41,184.9,176.01,181.56,407015.9766752939
2019-09-09 01:00:00,181.56,187.99,175.83,180.518,813351.1308207351
2019-09-10 01:00:00,180.64,184.59,175.84,179.64,460209.78554715676
2019-09-11 01:00:00,179.65,182.90890989,173.7,178.47,314875.6653170447
2019-09-12 01:00:00,178.31,183.09,176.45,180.621,225365.89324669985
2019-09-13 01:00:00,181.05,182.2,177.456,181.65,228669.02483802207
2019-09-14 01:00:00,181.65,189.76,179.855,188.217,341083.6831269858
2019-09-15 01:00:00,188.256,191.37,185.87,189.019,298251.7013882707
2019-09-16 01:00:00,189.31,200.73829962,188.23,197.59,551363.6836531531
2019-09-17 01:00:00,197.218,215.82,195.67,207.931,838263.9621174511
2019-09-18 01:00:00,207.899,218.53,207.5,210.27,720108.8091076844
2019-09-19 01:00:00,210.305,224.8,200.98,220.244,857879.5263702346
2019-09-20 01:00:00,220.85,222.82,211.55,218.71,587735.5753967079
2019-09-21 01:00:00,218.72,221.9,213.3,214.8,411302.1674506777
2019-09-22 01:00:00,214.87,216.0,206.02,211.108,431876.1857473668
2019-09-23 01:00:00,211.17,212.21,198.18,201.29,526110.3134360254
2019-09-24 01:00:00,201.16,202.813,151.829,166.26,1790402.7180484291
2019-09-25 01:00:00,166.26,175.42,161.986,170.0,1487668.0064111068
2019-09-26 01:00:00,170.0,171.43307033,151.86,165.836,904774.276223297
2019-09-27 01:00:00,166.76,177.73,161.05,174.44,843592.1261691224
2019-09-28 01:00:00,173.72,176.23,167.805,173.9,527940.1373408822
2019-09-29 01:00:00,173.66,175.26,164.3,169.38,513289.4965113671
2019-09-30 01:00:00,169.39,182.5,164.814,180.579,714284.4202489058
2019-10-01 01:00:00,180.58,186.56,173.09,175.827,887964.7885427172
2019-10-02 01:00:00,176.21,183.14227438,173.832,180.82,594718.8245663885
2019-10-03 01:00:00,180.88,181.66,169.526,174.893,447529.4013433193
2019-10-04 01:00:00,174.893,179.83,170.77,175.624,376328.2253387355
2019-10-05 01:00:00,176.29,177.49107926,171.58,176.58,323869.16814714565
2019-10-06 01:00:00,176.72,177.5,167.08,170.12,397871.8079442642
2019-10-07 01:00:00,170.18,183.45280305,168.61,179.839,663969.4462166377
2019-10-08 01:00:00,179.862,185.84,176.88,180.72,558571.6542807487
2019-10-09 01:00:00,180.717,196.35548585,179.14,193.26,751222.87143022
2019-10-10 01:00:00,193.39,194.95,187.019,191.64,572073.3118176354
2019-10-11 01:00:00,191.86,198.0,178.91,181.09,661137.9944105439
2019-10-12 01:00:00,181.1,185.1,177.23,180.16,411477.37801806285
2019-10-13 01:00:00,179.76,184.98,178.34,181.57,256155.24995193176
2019-10-14 01:00:00,181.12,188.0,180.52,186.795,346430.1408569962
2019-10-15 01:00:00,186.86,189.0,176.25,180.456,562497.0220822919
2019-10-16 01:00:00,181.04,181.8,171.39,174.39,482752.6585170867
2019-10-17 01:00:00,174.452,180.76,172.728,177.31,327195.5041272944
2019-10-18 01:00:00,177.1,178.12,167.59,172.865,380494.16163649294
2019-10-19 01:00:00,173.01,175.81,169.592,172.09,346564.98505060415
2019-10-20 01:00:00,171.864,177.58,169.11,175.215,254987.3995313734
2019-10-21 01:00:00,175.49,179.43,171.45,174.02,299256.0910298862
2019-10-22 01:00:00,174.36,177.13,170.44,171.82,278846.18227608537
2019-10-23 01:00:00,171.26,174.05,153.0,162.94473827,753276.4983440764
2019-10-24 01:00:00,162.42,164.36,157.79,160.67,561721.0018703643
2019-10-25 01:00:00,160.34,188.17,160.284,181.472,973491.1245347783
2019-10-26 01:00:00,181.66,199.5,173.62,180.03,1869736.8646762555
2019-10-27 01:00:00,180.34,189.32,176.321,183.681,1117623.504385494
2019-10-28 00:00:00,184.72,190.72,180.366,181.98,786985.8006638252
2019-10-29 00:00:00,182.24,193.65,181.299,191.29,763085.2118740028
2019-10-30 00:00:00,190.475,192.93,179.22,183.82,738318.3048914354
2019-10-31 00:00:00,183.4,185.7,177.47,182.38,618164.6150762115
2019-11-01 00:00:00,182.16,185.48,177.23,183.19,462393.843267136
2019-11-02 00:00:00,183.26,186.87,181.636,182.869,341546.1289455851
2019-11-03 00:00:00,182.92,185.45,179.01,181.436,222142.60401426
2019-11-04 00:00:00,181.73,190.1,180.32,186.25,392145.39069833735
2019-11-05 00:00:00,185.719,192.8,181.76,188.88,554088.5779355965
2019-11-06 00:00:00,188.88,195.21,187.458,191.13,468396.0186473032
2019-11-07 00:00:00,191.61,192.72,184.14,186.612,387059.2794958954
2019-11-08 00:00:00,186.42,188.3,180.5,183.781,460813.8477498957
2019-11-09 00:00:00,183.99829331,185.78,182.21,184.9,261957.71405642212
2019-11-10 00:00:00,184.77,192.24,183.36,188.88,323549.85987745435
2019-11-11 00:00:00,188.89,190.89,183.47,185.13,331069.17337215965
2019-11-12 00:00:00,185.12,187.71,182.0,186.93,317589.78982806084
2019-11-13 00:00:00,186.98,190.0,185.08,188.066,279330.0962576981
2019-11-14 00:00:00,187.81,189.21622572,182.42,184.55,305669.62769936334
2019-11-15 00:00:00,184.55,188.114173,176.95,180.23,591429.8518324668
2019-11-16 00:00:00,180.22,183.98,178.95,182.25,324641.54388449196
2019-11-17 00:00:00,182.23,186.92,179.85,183.727,233435.989874475
2019-11-18 00:00:00,183.88,185.04,173.56,178.178,446929.02570292784
2019-11-19 00:00:00,178.181,178.96,172.38,176.46,389919.7355214382
2019-11-20 00:00:00,175.75,178.18,173.24,174.35,343812.68240206235
2019-11-21 00:00:00,174.35,176.38,155.0,161.01,708604.1339945493
2019-11-22 00:00:00,160.9,163.4,137.71,149.317,1665113.875230216
2019-11-23 00:00:00,149.98,155.0,146.057,152.0,971960.513795661
2019-11-24 00:00:00,151.93,153.66,138.34,139.99,419958.08267645957
2019-11-25 00:00:00,141.17,152.71,131.484,145.94,1483572.1931245318
2019-11-26 00:00:00,145.97,150.85589615,143.49,147.83,567361.2263942704
2019-11-27 00:00:00,148.36,156.56,140.407,153.0,703728.4062550844
2019-11-28 00:00:00,153.27,155.45,149.118,150.768,474656.9238232566
2019-11-29 00:00:00,151.01,158.85,150.261,154.517,517099.9229593202
2019-11-30 00:00:00,155.54,156.63,149.6,152.53,391416.17225669714
2019-12-01 00:00:00,152.45396151,153.55,145.868,150.723,412749.4367361504
2019-12-02 00:00:00,150.94,152.73,146.799,148.646,221013.30631427
2019-12-03 00:00:00,148.83,150.96,145.08,147.33,345922.78211825533
2019-12-04 00:00:00,147.33,155.21,143.11,145.5,532500.1888293296
2019-12-05 00:00:00,145.647,150.19,143.7,148.18,413058.3926492584
2019-12-06 00:00:00,148.2,151.0,145.75,148.54,348924.06246652344
2019-12-07 00:00:00,148.82,150.56,146.921,147.43,87336.98745795016
2019-12-08 00:00:00,147.207,152.62,146.158,150.482,258969.6185408505
2019-12-09 00:00:00,150.69,152.04,146.41999,147.384,248241.03998308285
2019-12-10 00:00:00,147.389,148.98,143.41,145.577,364236.7930292835
2019-12-11 00:00:00,145.54,146.94,141.93,143.91,256375.5740793846
2019-12-12 00:00:00,143.29,147.17,139.0,144.69,384088.76023205783
2019-12-13 00:00:00,144.808,145.81,142.47999,144.77,291395.2827638556
2019-12-14 00:00:00,144.67,145.76,141.02,141.73,223876.529258482
2019-12-15 00:00:00,141.72,144.83,139.65,142.38,243218.8722009069
2019-12-16 00:00:00,142.457,143.39429585,128.94,132.36,599447.6377386702
2019-12-17 00:00:00,132.33,133.47,119.5,121.83,853432.5340668248
2019-12-18 00:00:00,121.894,135.13,115.44,132.89,1268114.7143615456
2019-12-19 00:00:00,132.89,134.82,125.6,128.18,413680.6878464999
2019-12-20 00:00:00,128.18,129.97,125.71,128.205,487489.5501049005
2019-12-21 00:00:00,128.36,129.01,126.521,127.09,199753.3461755905
2019-12-22 00:00:00,127.014,133.61,126.823,132.4,321861.94488750945
2019-12-23 00:00:00,132.4,135.96,125.95,128.23,523519.0811012106
2019-12-24 00:00:00,127.75,129.9,126.5,127.721,400937.9506249649
2019-12-25 00:00:00,127.67,128.11016221,122.96,124.96,355510.14276564185
2019-12-26 00:00:00,125.39,132.9,124.06,125.49,442242.6965751056
2019-12-27 00:00:00,125.63,127.46,121.82,126.23,436706.79214738193
2019-12-28 00:00:00,126.23,130.28,125.74,128.095,344990.40307636926
2019-12-29 00:00:00,128.49,138.63,127.22,134.3,438302.0660488318
2019-12-30 00:00:00,134.31,136.58,129.79,131.603,287510.7551603572
2019-12-31 00:00:00,131.08,133.95,127.6,129.204,468289.36846168776
2020-01-01 00:00:00,129.215,133.24,128.12,130.703,340837.09261655045
2020-01-02 00:00:00,130.14,130.92,125.67,126.81,355427.86716697284
2020-01-03 00:00:00,127.5609376,135.81,125.4,134.17,614682.7496893804
2020-01-04 00:00:00,134.17,136.35,132.3,134.196,445223.85577491
2020-01-05 00:00:00,134.14,138.97,133.83,135.4,361330.8599129717
2020-01-06 00:00:00,135.55,144.57,134.78,144.156,649600.8022826794
2020-01-07 00:00:00,144.132,145.32,138.79,143.08,565188.7942258995
2020-01-08 00:00:00,142.95,148.0,136.42,140.69999,632404.7389708542
2020-01-09 00:00:00,140.69999,141.57,135.12,137.769,489353.31807141966
